id,category,en,zh,note_zh,note_en
65,3000字,beach,海灘;海濱度假地,,
66,3000字,bear,"n. 熊;似熊的動物; vt. 支持,承受;承擔",,
67,3000字,beautiful,"美麗的,漂亮的",,
68,3000字,because,因為,,
69,3000字,become,"變成,成為;變得,開始變得[L]",,
70,3000字,bed,床;睡眠處[C][U],,
71,3000字,bedroom,"臥室,寢室[C]",,
72,3000字,bee,"蜜蜂,蜂",,
73,3000字,beef,牛肉[U],,
74,3000字,before,在…以前,,
75,3000字,begin,"開始,著手;動手[+v-ing][+to-v]",,
76,3000字,behind,在…的背後;在…的後面;向…的背後,,
77,3000字,believe,相信;信任[+(that)],,
78,3000字,bell,鐘;鈴;門鈴,,
79,3000字,belong,應被放置(在某處)[Q],,
80,3000字,below,在下面;到下面;在下方;在樓下;在甲板下,,
81,3000字,belt,腰帶;帶;帶狀物,,
82,3000字,beside,在…近旁;在旁邊,,
83,3000字,between,"(指時間,空間,順序等)在…之間",,
84,3000字,bicycle,"(bike)腳踏車,自行車[C]",,
85,3000字,big,"(在面積,體積,數量,程度等方面)大的,巨大的",,
86,3000字,bird,鳥;禽,,
87,3000字,birthday,生日,,
88,3000字,bite,咬;啃,,
89,3000字,black,黑色的;漆黑的;黑暗的,,
90,3000字,blackboard,黑板[C],,
91,3000字,blind,"瞎的,盲的[Z][R]",,
92,3000字,block,塊[(+of)];積木[P],,
93,3000字,blow,"吹,刮",,
94,3000字,blue,藍色的;天藍色的;青色的,,
95,3000字,boat,小船,,
96,3000字,body,"(人,動物的)身體;肉體[C]",,
97,3000字,book,"書,書本,書籍;著作;報章雜誌",,
98,3000字,bookstore,書店,,
99,3000字,bored,麵包,,
100,3000字,boring,鑽孔用的,,
101,3000字,born,"出生的,誕生的;產生的[F]","adj.出生的；与生俱来的<br>动词bear的过去分词.<br><br><i>1</i>. The youngest is a <em><em>born</em></em> rider of the rails.<br>小儿子是天生的流浪儿。<br><i>2</i>. Meg was <em><em>born</em></em> into a large family.<br>梅格出生在一个大家庭。<br><i>3</i>. I've never heard such nonsense in all my <em><em>born</em></em> days!<br>我一生中从未听到过这种胡言乱语。<br><i>4</i>. Natalie was <em><em>born</em></em> to be a dancer.<br>娜塔莉天生就是一个舞者。<br>",
102,3000字,borrow,"借,借入[( from)]",v.借；借鉴；抄袭<br><br><i>1</i>. He uses his house as security to <em><em>borrow</em></em> the money.<br>他用房子作借钱的抵押。<br><i>2</i>. May I <em><em>borrow</em></em> your roller skates?<br>我可以借你的旱冰鞋吗？<br><i>3</i>. You can <em><em>borrow</em></em> this dictionary from the library.<br>你可以从图书馆借到这本字典。<br><i>4</i>. Handel <em><em>borrow</em></em>ed music from other composers.<br>韩德尔的作品借鉴了其他作曲家的乐曲.<br>,
103,3000字,boss,老板;上司;主人,n.老板；上司；首脑<br>v.管理；指挥<br><br><i>1</i>. My <em><em>boss</em></em> is a football fan.<br>我的上司是一位足球迷。<br><i>2</i>. He was fired by his <em><em>boss</em></em>.<br>他被他的老板解雇了。<br><i>3</i>. He is my sometime <em><em>boss</em></em>.<br>他是我从前的上司。<br><i>4</i>. Bob liked to <em><em>boss</em></em> the young man about.<br>鲍伯喜爱对那位年轻人发号施令。<br>,
104,3000字,both,"兩…(都),兩個…(都)",adj.两者的<br>pron.两者<br>conj.不但 ... 而且 ...<br><br><i>1</i>. Both his eyes are hurt.<br>他的两眼都受伤了。<br><i>2</i>. She kissed him on <em><em>both</em></em> cheeks.<br>她吻了他的双颊。<br><i>3</i>. Both are good.<br>两者都好。<br><i>4</i>. Both of us knew it.<br>我们两个都知道这件事。<br><i>5</i>. He is <em><em>both</em></em> a soldier and a poet.<br>他既是个战士，又是个诗人。<br>,
105,3000字,bottle,瓶子[C],"n.瓶子<br>vt.抑制；把 ... 装入瓶内<br><br><i>1</i>. Why don't we crack open a <em><em>bottle</em></em> of champagne to celebrate?<br>我们何不开瓶香槟酒庆祝一下呢？<br><i>2</i>. Try not to <em><em>bottle</em></em> up your emotions.<br>尽量不要压抑自己的情感。<br><i>3</i>. Tell us what's worrying you; don't <em><em>bottle</em></em> it up!<br>把心中的烦恼告诉我们,不要把它闷在心里！<br><i>4</i>. Do you <em><em>bottle</em></em> your fruit or freeze it?<br>你是把水果装在罐里保存呢，还是冷冻起来保存？<br>",
106,3000字,bottom,底;底部;下端[C],n.底部；底端<br>adj.底部的<br>v.触底；打(基础)<br><br><i>1</i>. There are tea leaves in the <em><em>bottom</em></em> of my cup.<br>我的杯底有茶叶。<br><i>2</i>. They sent the enemy ship to the <em><em>bottom</em></em> of the sea.<br>他们把敌舰击沉。<br><i>3</i>. He was always <em><em>bottom</em></em> of the class in maths.<br>他的数学成绩在班上总是垫底。<br><i>4</i>. Put your books on the <em><em>bottom</em></em> shelf.<br>把你的书放在最下层的架子上.<br><i>5</i>. There is no sign that the recession has <em><em>bottom</em></em>ed out yet.<br>没有迹象表明萧条已经到了极点。<br>,
107,3000字,bowl,碗,"n.碗；碗状物；圆形露天剧场；季后赛<br>n.木球；保龄球<br>v.投球；打保龄球<br><br><i>1</i>. I have a <em><em>bowl</em></em> of cereal every morning.<br>我每天早晨吃一碗麦片粥。<br><i>2</i>. His grandfather gave her an earthenware <em><em>bowl</em></em>.<br>他的祖父给了她一个陶碗。<br><i>3</i>. Hollywood Bowl, the huge outdoor amphitheater, is very attractive.<br>好莱坞圆形的露天剧场非常壮观。<br><i>4</i>. If we win, we'll have a <em><em>bowl</em></em> game this season.<br>如果我们赢的话,我们就可以去打季后赛。<br><i>5</i>. Capitol Hill lawmakers are pressing college football officials to switch the Bowl Championship Series to a playoff system.<br>国会山立法者给大学足球官员施加压力，让其将保龄球冠军系列赛转变为最后决赛制度。<br><i>6</i>. Botham came on to <em><em>bowl</em></em> after lunch.<br>午饭后博瑟姆开始投球。<br>",
108,3000字,box,箱;盒;匣,"n.盒子；箱子；包厢；专席；<口>电视机<br>n.一拳；巴掌；耳光<br>n.黄杨；黄杨木<br>vt.把…装箱；使局限于狭小空间；挡住<br>v.拳击；打耳光<br><br><i>1</i>. He has eaten a whole <em><em>box</em></em> of chocolates.<br>他吃了一整盒巧克力。<br><i>2</i>. It's quite an effort to lift this heavy <em><em>box</em></em>.<br>抬起这只沉重的箱子要花费相当大的力气。<br><i>3</i>. They have reserved a <em><em>box</em></em> for us in the theatre.<br>他们在剧院为我们预订了一个包厢。<br><i>4</i>. The jurors filed into court one by one and took their places in the jury <em><em>box</em></em>.<br>陪审员们鱼贯进入法庭，在陪审员席内就坐。<br><i>5</i>. I gave him a good <em><em>box</em></em> on the ear.<br>我在他耳朵上狠打了一拳。<br><i>6</i>. Buy a Chinese little leaf Box decoration, a good tour souvenir, and happiness and luck are always with you.<br>黄杨木雕像饰，旅游纪念佳品，购上一个，幸福吉祥。<br><i>7</i>. The oranges were <em><em>box</em></em>ed and sent off quickly.<br>橘子被装入箱中，然后很快便运走了。<br><i>8</i>. Paul will <em><em>box</em></em> his opponent tomorrow evening.<br>明晚保罗将和他的对手进行拳击比赛。<br>",
109,3000字,boy,"少年,男孩","<i>1</i>. That <em><em>boy</em></em> is about ten years old.<br>那个男孩大约有十岁。<br><i>2</i>. The stone just missed the <em><em>boy</em></em>.<br>那块石头差点儿砸到那个男孩。<br><i>3</i>. Don't cry, you are a big <em><em>boy</em></em> now.<br>别哭，你现在已经是大男孩了。<br><i>4</i>. She is partial to her youngest <em><em>boy</em></em>.<br>她偏爱她的小儿子。<br>",
110,3000字,bread,麵包,n.面包<br>vt.在 ... 上撒面包屑<br><br><i>1</i>. They had nothing to eat but stale <em><em>bread</em></em>.<br>除了陈面包外，他们没有别的东西可吃。<br><i>2</i>. I had a frugal meal of <em><em>bread</em></em> and cheese last night.<br>我昨晚吃了只有面包和奶酪的便餐。<br><i>3</i>. Bread the pork chops before frying them.<br>炸猪排前先在上面撒一点面包碎屑。<br>,
111,3000字,break,打破;折斷;使碎裂,"v.打碎；折断；违背；解决；中断；透露；变弱；锐减；结束<br>n.破裂；休息；中断；急冲；好运<br><br><i>1</i>. If you discover a fire, <em><em>break</em></em> the glass to sound the fire alarm.<br>如果你发现了火灾,打碎玻璃去弄响火警铃报警。<br><i>2</i>. To frighten the dog, he broke a twig from the tree.<br>为了吓唬那只狗,他从树上折了一根小树枝。<br><i>3</i>. What shocked the workers was that the boss had broken his promise.<br>工人们感到震惊的是,老板竟然违背了诺言。<br><i>4</i>. The spy had finally broken the code.<br>那个间谍最终破译了密码。<br><i>5</i>. A <em><em>break</em></em> in the pipe was found out.<br>管道上有一处裂缝。<br>",
112,3000字,breakfast,"早餐,早飯[C][U]",n.早餐<br>v.吃早餐；用早餐<br><br><i>1</i>. We were having <em><em>breakfast</em></em>.<br>我们正在吃早餐。<br><i>2</i>. He seldom eats <em><em>breakfast</em></em>.<br>他很少吃早餐。<br><i>3</i>. She juiced an orange for her <em><em>breakfast</em></em>.<br>她用一只橙子榨汁作早餐饮料。<br><i>4</i>. Mr. Smith left for London after <em><em>breakfast</em></em>.<br>史密斯先生吃过早餐后就动身去伦敦了。<br><i>5</i>. We <em><em>breakfast</em></em>ed early.<br>我们很早吃早餐。<br>,
113,3000字,bridge,"橋,橋樑","n.桥梁；纽带；桥牌；鼻梁；（音乐）琴马；齿桥<br>vt.架桥；渡过；缩短...差距<br><br><i>1</i>. The <em><em>bridge</em></em> is not strong enough to allow the passage of vehicles.<br>这座桥不够牢固，车辆不能通行。<br><i>2</i>. I think I'm lost; I can't find the <em><em>bridge</em></em>.<br>我想我是迷路了，我找不到那座桥了。<br><i>3</i>. They are a link to the past and a <em><em>bridge</em></em> to the future.<br>它们是联系过去的纽带，又是通向未来的桥梁。<br><i>4</i>. The new <em><em>bridge</em></em> will link the Olympic Village with the rest of the Olympic Park.<br>这座新桥将会成为连接奥运村和余下奥林匹克公园的纽带。<br><i>5</i>. They will <em><em>bridge</em></em> it over with planks.<br>他们将用木板在其上方架桥。<br>",
114,3000字,bright,明亮的;發亮的;晴朗的,"adj.明亮的；聪明的；阳光的；生动的；有前途的<br>adv.一早<br>n.亮色<br><br><i>1</i>. The <em><em>bright</em></em> moonlight showed the Taj Mahal in all its glory.<br>泰姬陵在明亮的月光下显得光彩夺目。<br><i>2</i>. He grew up in the country, but then found he preferred the <em><em>bright</em></em> lights.<br>他在乡村长大，但後来觉得很喜欢繁华的都市生活。<br><i>3</i>. He is not <em><em>bright</em></em>, but he always works hard.<br>他并不聪明，但工作总是勤勤恳恳。<br><i>4</i>. The class are, in general, very <em><em>bright</em></em>.<br>总的说来, 这个班级的学生都很聪明。<br><i>5</i>. We must leave <em><em>bright</em></em> and early in the morning.<br>我们必须一大清早就离开。<br><i>6</i>. You look better in <em><em>bright</em></em> colors like orange and red.<br>你穿亮色的衣服感觉更好看，比如橙色和红色就不错。<br>",
115,3000字,bring,"帶來,拿來[O1]",vt.带来；促使；引起；劝诱<br>vi.产生<br><br><i>1</i>. She brought her boyfriend to the party.<br>她带着男朋友来参加聚会。<br><i>2</i>. Rot it! I forgot to <em><em>bring</em></em> my book with me.<br>糟了!忘记带书来了。<br><i>3</i>. Floods brought destruction to the vally.<br>洪水给山谷造了大灾害。<br><i>4</i>. Smoke and flames brought the neighbors.<br>浓烟和火焰引起了邻居们的注意<br><i>5</i>. Indigestion may <em><em>bring</em></em> about this disease.<br>消化不良可能引起这种病。<br>,
116,3000字,brother,"兄弟;兄,弟","n.兄弟；教友；同胞；<俚>老兄<br><br><i>1</i>. John and Peter are <em><em>brother</em></em>s.<br>约翰和彼得是兄弟。<br><i>2</i>. The man who captained the home team is my <em><em>brother</em></em>.<br>率领主队的是我的兄弟。<br><i>3</i>. Don't be so unkind to your <em><em>brother</em></em>.<br>别对你兄弟这么刻薄。<br><i>4</i>. I always confounded him with his twin <em><em>brother</em></em>.<br>我总分不清他和他的孪生兄弟。<br>",
117,3000字,brown,"褐色的,棕色的",,
118,3000字,brush,"(常構成複合詞)刷,刷子","n.刷子；画笔；刷<br>n.灌木丛<br>n.小冲突；争吵<br>vt.刷；掠过；轻触；擦；掸<br>vi.轻擦；拂拭<br><br><i>1</i>. He painted the wall with a <em><em>brush</em></em>.<br>他用刷子涂墙。<br><i>2</i>. The painter swept a <em><em>brush</em></em> over his canvas.<br>画家的画笔在画布上飞掠。<br><i>3</i>. I'll give my coat a good <em><em>brush</em></em>.<br>我要把我的衣服好好刷一下。<br><i>4</i>. Let's burn off the rest of the <em><em>brush</em></em>.<br>让我们把剩下的灌木丛清除掉。<br><i>5</i>. He had a <em><em>brush</em></em> with his neighbour.<br>他和邻居发生了一点摩擦。<br><i>6</i>. We should <em><em>brush</em></em> our teeth at least twice a day.<br>我们每天应该至少刷两次牙。<br><i>7</i>. Don't bother to move.I think I can just <em><em>brush</em></em> past.<br>不必麻烦动了,我想我能擦身挤过去。<br>",
119,3000字,build,建築;造[O1],"v.建造；开发；创建；逐渐增强<br>n.体格；身材<br><br><i>1</i>. That house is built of bricks.<br>那座房子是砖造的。<br><i>2</i>. They planed to <em><em>build</em></em> a new laboratory.<br>他们计划建造一个新的实验室。<br><i>3</i>. It is not an easy task to <em><em>build</em></em> a business.<br>创业并不是一件容易的事情。<br><i>4</i>. We should study hard to <em><em>build</em></em> a better future for ourselves.<br>我们应该努力学习,为自己创造更美好的未来。<br><i>5</i>. She really did not have the <em><em>build</em></em> for a ballerina.<br>她实际上并没有一个芭蕾舞女演员的体格。<br>",
